MAG,orf,FeGenie_HMM,Shaomei_Type,METABOLIC,Within80
Ja1-D4_megahit_metabat_bin-393,bin-393:189/765_2,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-393,bin-393:189/765_3,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-393,bin-393:552/765_7,DFE_0461,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-393,bin-393:751/765_2,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-589,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-320,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-715,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-074,bin-074:460/945_2,CbcL,Not_found,Not_found,CbcL&,
Ja1-D4_megahit_metabat_bin-074,bin-074:347/945_1,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-391,bin-391:0124/1469_5,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-391,bin-391:0431/1469_2,MtoA,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-391,bin-391:0463/1469_2,MtoA,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-391,bin-391:0557/1469_1,DFE_0461,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-391,bin-391:1100/1469_1,MtoA,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-391,bin-391:1234/1469_1,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:432/461_16,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-635,bin-635:202/461_12,CbcL,Not_found,Not_found,CbcL&,
Ja1-D4_megahit_metabat_bin-635,bin-635:042/461_14,CbcL,Not_found,Not_found,CbcL&,
Ja1-D4_megahit_metabat_bin-635,bin-635:320/461_5,643596351_YP_002493934_{porin}_hypothetical_protein_[Anaeromyxobacter_dehalogenans_2CP-1:_NC_011891],PCC_porin,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-635,bin-635:320/461_6,643596352_YP_002493935_{pc}_hypothetical_protein_[Anaeromyxobacter_dehalogenans_2CP-1:_NC_011891],Outer_Surface_MHC_in_PCC,Not_found,643596352_YP_002493935_{pc}_hypothetical_protein_[Anaeromyxobacter_dehalogenans_2CP&,
Ja1-D4_megahit_metabat_bin-635,bin-635:042/461_12,DFE_0448,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-635,bin-635:056/461_4,MtrC_TIGR03507,Outer_Surface_MHC,mtrC,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:080/461_12,DFE_0461,Not_found,nrfH,Irrelevant
Ja1-D4_megahit_metabat_bin-635,bin-635:202/461_9,DFE_0448,Not_found,octR,Irrelevant
Ja1-D4_megahit_metabat_bin-635,bin-635:320/461_4,DFE_0462,Outer_Surface_MHC_in_PCC,Not_found,2514223670_filler_{omc}_Geobacter_sulfurreducens_CxxxxCH...CXXCH_domain&DFE_0462&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:025/461_1,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:055/461_1,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:153/461_6,Not_found,Outer_Surface_MHC,nrfA,nrfA&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:169/461_14,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:432/461_58,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-635,bin-635:461/461_7,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:0297/1585_3,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-706,bin-706:0096/1585_2,ExtA_pcc_cyt,Not_found,Not_found,ExtA_pcc_cyt&,
Ja1-D4_megahit_metabat_bin-706,bin-706:0185/1585_2,MtrC_TIGR03507,Outer_Surface_MHC,mtrC,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:0632/1585_16,Not_found,PCC_porin,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-706,bin-706:1480/1585_1,Not_found,PCC_porin,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-706,bin-706:0632/1585_14,Not_found,Outer_Surface_MHC_in_PCC,Not_found,Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:0632/1585_15,Not_found,Outer_Surface_MHC_in_PCC,Not_found,Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:0632/1585_17,Not_found,Outer_Surface_MHC_in_PCC,Not_found,Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:1480/1585_2,Not_found,Outer_Surface_MHC_in_PCC,Not_found,Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:0278/1585_1,Not_found,Outer_Surface_MHC,mtrC,mtrC&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:1065/1585_3,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-706,bin-706:1562/1585_1,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-432,bin-432:046/526_1,ExtB_porin,PCC_porin,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-432,bin-432:046/526_2,ExtC_pcc_lp_cyt,Outer_Surface_MHC_in_PCC,Not_found,ExtC_pcc_lp_cyt&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-432,bin-432:333/526_3,ExtB_porin,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-432,bin-432:423/526_2,CbcL,Not_found,Not_found,CbcL&,
Ja1-D4_megahit_metabat_bin-432,bin-432:188/526_4,CbcL,Not_found,Not_found,CbcL&,
Ja1-D4_megahit_metabat_bin-432,bin-432:028/526_9,DFE_0449,Not_found,octR,Irrelevant
Ja1-D4_megahit_metabat_bin-432,bin-432:201/526_1,Not_found,Outer_Surface_MHC,mtrC,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-692,bin-692:540/711_2,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-692,bin-692:439/711_8,Cyc2_repCluster2,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-692,bin-692:452/711_6,MtoA,Not_found,Not_found,MtoA&,
Ja1-D4_megahit_metabat_bin-692,bin-692:452/711_7,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-353,bin-353:625/683_2,ImcH,Not_found,Not_found,ImcH&,
Ja1-D4_megahit_metabat_bin-353,bin-353:190/683_18,DFE_0449,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-353,bin-353:251/683_4,DFE_0461,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-353,bin-353:251/683_6,DFE_0462,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-353,bin-353:294/683_3,DFE_0449,Periplasmic_MHC_in_PCC,Not_found,DFE_0449&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-353,bin-353:294/683_4,DFE_0449,Outer_Surface_MHC,Not_found,DFE_0449&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-353,bin-353:317/683_8,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-353,bin-353:415/683_9,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-353,bin-353:542/683_2,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-353,bin-353:626/683_9,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:286/530_7,Cyc2_repCluster3,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-851,bin-851:163/530_17,ImcH,Not_found,Not_found,ImcH&,
Ja1-D4_megahit_metabat_bin-851,bin-851:401/530_11,ImcH,Not_found,Not_found,ImcH&,
Ja1-D4_megahit_metabat_bin-851,bin-851:018/530_5,DFE_0449,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-851,bin-851:123/530_12,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:123/530_5,DFE_0461,Periplasmic_MHC_in_PCC,Not_found,DFE_0461&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:123/530_7,DFE_0462,Periplasmic_MHC_in_PCC,Not_found,DFE_0462&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:208/530_2,DFE_0461,Outer_Surface_MHC,Not_found,DFE_0461&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:272/530_5,DFE_0449,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-851,bin-851:299/530_1,DFE_0461,Periplasmic_MHC_in_PCC,Not_found,DFE_0461&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:299/530_11,DFE_0449,Periplasmic_MHC_in_PCC,Not_found,DFE_0449&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:299/530_12,DFE_0449,Outer_Surface_MHC,Not_found,DFE_0449&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:299/530_5,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:460/530_2,DFE_0461,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-851,bin-851:046/530_2,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:186/530_11,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-851,bin-851:427/530_2,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-623,bin-623:101/396_5,ImcH,Not_found,Not_found,ImcH&,
Ja1-D4_megahit_metabat_bin-623,bin-623:229/396_7,ImcH,Not_found,Not_found,ImcH&,
Ja1-D4_megahit_metabat_bin-623,bin-623:287/396_12,DFE_0449,Periplasmic_MHC_in_PCC,Not_found,DFE_0449&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-623,bin-623:287/396_13,DFE_0449,Outer_Surface_MHC,Not_found,DFE_0449&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-623,bin-623:254/396_1,Not_found,Outer_Surface_MHC,Not_found,Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:127/487_30,CbcB,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:169/487_1,CbcB,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:020/487_96,MtoA,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:074/487_46,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:074/487_47,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:074/487_49,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,mtrC&MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:074/487_50,MtrB_TIGR03509,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:074/487_51,MtoA,Periplasmic_MHC_in_PCC,Not_found,MtoA&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:074/487_52,MtrC_TIGR03507,Outer_Surface_MHC,Not_found,MtrC_TIGR03507&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:127/487_31,DFE_0462,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:178/487_34,DFE_0449,Outer_Surface_MHC_in_PCC,Not_found,DFE_0449&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:178/487_40,DFE_0462,Outer_Surface_MHC_in_PCC,Not_found,DFE_0462&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:304/487_1,DFE_0461,Outer_Surface_MHC_in_PCC,Not_found,DFE_0461&DFE_0462&mtrC&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:304/487_4,DFE_0461,Outer_Surface_MHC_in_PCC,Not_found,DFE_0461&DFE_0462&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:458/487_17,DFE_0461,Outer_Surface_MHC,Not_found,DFE_0461&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:159/487_2,Not_found,PCC_porin,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:178/487_39,Not_found,PCC_porin,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:304/487_2,Not_found,PCC_porin,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-012,bin-012:159/487_1,Not_found,Outer_Surface_MHC_in_PCC,Not_found,DFE_0462&Outer_Surface_MHC&Outer_Surface_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-012,bin-012:074/487_41,Not_found,Periplasmic_MHC_in_PCC,Not_found,CbcL&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-352,Not_found,Not_found,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-064,bin-064:503/769_8,CbcL,Periplasmic_MHC_in_PCC,Not_found,CbcL&Outer_Surface_MHC&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-064,bin-064:178/769_1,ImcH,Not_found,Not_found,ImcH&,
Ja1-D4_megahit_metabat_bin-064,bin-064:178/769_2,CbcL,Not_found,Not_found,CbcL&,
Ja1-D4_megahit_metabat_bin-064,bin-064:025/769_5,DFE_0465,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-064,bin-064:049/769_6,DFE_0465,Outer_Surface_MHC,Not_found,DFE_0461&DFE_0462&DFE_0465&Outer_Surface_MHC&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-064,bin-064:101/769_10,DFE_0462,Outer_Surface_MHC,Not_found,DFE_0462&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-064,bin-064:503/769_1,DFE_0461,Outer_Surface_MHC,Not_found,DFE_0461&DFE_0462&Outer_Surface_MHC&,
Ja1-D4_megahit_metabat_bin-064,bin-064:503/769_4,DFE_0461,Periplasmic_MHC_in_PCC,mtrC,DFE_0461&mtrC&Periplasmic_MHC_in_PCC&,
Ja1-D4_megahit_metabat_bin-064,bin-064:732/769_1,DFE_0449,Not_found,Not_found,Irrelevant
Ja1-D4_megahit_metabat_bin-064,bin-064:582/769_4,Not_found,Outer_Surface_MHC,nrfA,nrfA&Outer_Surface_MHC&,
