
MJ-2014-D4_megahit_metabat_bin-607,3
MJ-2014-D4_megahit_metabat_bin-594,0
MJ-2014-D4_megahit_metabat_bin-546,11
MJ-2014-D4_megahit_metabat_bin-244,0
MJ-2014-D4_megahit_metabat_bin-107,7
MJ-2014-D4_megahit_metabat_bin-279,1
MJ-2014-D4_megahit_metabat_bin-056,10
MJ-2014-D4_megahit_metabat_bin-551,1
MJ-2014-D4_megahit_metabat_bin-115,17
MJ-2014-D4_megahit_metabat_bin-413,18
MJ-2014-D4_megahit_metabat_bin-372,17
MJ-2014-D4_megahit_metabat_bin-600,2
MJ-2014-D4_megahit_metabat_bin-364,4
MJ-2014-D4_megahit_metabat_bin-284,4
MJ-2014-D4_megahit_metabat_bin-540,0
MJ-2014-D4_megahit_metabat_bin-103,2
MJ-2014-D4_megahit_metabat_bin-285,0
MJ-2014-D4_megahit_metabat_bin-116,7
MJ-2014-D4_megahit_metabat_bin-194,0
MJ-2014-D4_megahit_metabat_bin-385,1
MJ-2014-D4_megahit_metabat_bin-490,11
MJ-2014-D4_megahit_metabat_bin-324,6
MJ-2014-D4_megahit_metabat_bin-426,0
MJ-2014-D4_megahit_metabat_bin-563,11
MJ-2014-D4_megahit_metabat_bin-007,9
MJ-2014-D4_megahit_metabat_bin-157,6
MJ-2014-D4_megahit_metabat_bin-427,20
MJ-2014-D4_megahit_metabat_bin-013,0
MJ-2014-D4_megahit_metabat_bin-006,6
MJ-2014-D4_megahit_metabat_bin-203,0
MJ-2014-D4_megahit_metabat_bin-353,0
MJ-2014-D4_megahit_metabat_bin-168,0
MJ-2014-D4_megahit_metabat_bin-432,10
MJ-2014-D4_megahit_metabat_bin-263,10
MJ-2014-D4_megahit_metabat_bin-529,10
MJ-2014-D4_megahit_metabat_bin-318,0
MJ-2014-D4_megahit_metabat_bin-430,4
MJ-2014-D4_megahit_metabat_bin-453,2
MJ-2014-D4_megahit_metabat_bin-598,0
MJ-2014-D4_megahit_metabat_bin-425,2
MJ-2014-D4_megahit_metabat_bin-011,16
MJ-2014-D4_megahit_metabat_bin-478,2
MJ-2014-D4_megahit_metabat_bin-480,2
