I-2_megahit_metabat_bin-167,bin-167:100/697_5,Periplasmic
I-2_megahit_metabat_bin-167,bin-167:282/697_1,Periplasmic
I-2_megahit_metabat_bin-167,bin-167:330/697_2,Periplasmic
I-2_megahit_metabat_bin-167,bin-167:640/697_1,Periplasmic
I-2_megahit_metabat_bin-116,bin-116:017/321_56,Extracellular
I-2_megahit_metabat_bin-116,bin-116:070/321_5,Periplasmic
I-2_megahit_metabat_bin-116,bin-116:185/321_17,Periplasmic
I-2_megahit_metabat_bin-116,bin-116:207/321_32,Extracellular
I-2_megahit_metabat_bin-116,bin-116:207/321_41,Periplasmic
I-2_megahit_metabat_bin-116,bin-116:207/321_43,Periplasmic
I-2_megahit_metabat_bin-116,bin-116:249/321_29,Cytoplasmic
I-2_megahit_metabat_bin-136,bin-136:0110/1254_1,Extracellular
I-2_megahit_metabat_bin-136,bin-136:0209/1254_13,Periplasmic
I-2_megahit_metabat_bin-136,bin-136:0282/1254_10,Periplasmic
I-2_megahit_metabat_bin-136,bin-136:0411/1254_2,Periplasmic
I-2_megahit_metabat_bin-136,bin-136:0969/1254_1,Extracellular
I-2_megahit_metabat_bin-136,bin-136:1064/1254_4,Periplasmic
I-2_megahit_metabat_bin-136,bin-136:1156/1254_13,Periplasmic
I-2_megahit_metabat_bin-135,bin-135:011/382_1,Periplasmic
I-2_megahit_metabat_bin-135,bin-135:084/382_3,Periplasmic
I-2_megahit_metabat_bin-135,bin-135:247/382_8,Cytoplasmic
I-2_megahit_metabat_bin-135,bin-135:348/382_5,Periplasmic
I-2_megahit_metabat_bin-050,bin-050:23/29_16,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:087/803_34,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:171/803_3,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:171/803_4,Extracellular
I-2_megahit_metabat_bin-103,bin-103:245/803_8,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:352/803_3,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:473/803_5,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:669/803_1,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:767/803_4,Periplasmic
I-2_megahit_metabat_bin-103,bin-103:767/803_5,Extracellular
