
AM-lipid-01-D10_megahit_metabat_bin-0668,0
AM-lipid-01-D10_megahit_metabat_bin-1033,10
AM-lipid-01-D10_megahit_metabat_bin-0880,0
AM-lipid-01-D10_megahit_metabat_bin-0010,2
AM-lipid-01-D10_megahit_metabat_bin-0481,0
AM-lipid-01-D10_megahit_metabat_bin-0228,3
AM-lipid-01-D10_megahit_metabat_bin-0711,1
AM-lipid-01-D10_megahit_metabat_bin-0577,0
AM-lipid-01-D10_megahit_metabat_bin-0445,0
AM-lipid-01-D10_megahit_metabat_bin-0636,1
AM-lipid-01-D10_megahit_metabat_bin-0821,3
AM-lipid-01-D10_megahit_metabat_bin-0680,0
AM-lipid-01-D10_megahit_metabat_bin-0323,0
AM-lipid-01-D10_megahit_metabat_bin-1041,1
AM-lipid-01-D10_megahit_metabat_bin-0682,0
AM-lipid-01-D10_megahit_metabat_bin-0618,2
AM-lipid-01-D10_megahit_metabat_bin-0053,0
AM-lipid-01-D10_megahit_metabat_bin-0235,0
AM-lipid-01-D10_megahit_metabat_bin-0103,3
AM-lipid-01-D10_megahit_metabat_bin-0936,7
AM-lipid-01-D10_megahit_metabat_bin-0339,0
AM-lipid-01-D10_megahit_metabat_bin-0593,2
AM-lipid-01-D10_megahit_metabat_bin-0726,1
AM-lipid-01-D10_megahit_metabat_bin-0019,2
AM-lipid-01-D10_megahit_metabat_bin-0675,4
AM-lipid-01-D10_megahit_metabat_bin-0101,4
AM-lipid-01-D10_megahit_metabat_bin-0568,4
AM-lipid-01-D10_megahit_metabat_bin-0097,0
AM-lipid-01-D10_megahit_metabat_bin-0865,3
AM-lipid-01-D10_megahit_metabat_bin-0163,8
AM-lipid-01-D10_megahit_metabat_bin-0106,0
AM-lipid-01-D10_megahit_metabat_bin-0918,0
AM-lipid-01-D10_megahit_metabat_bin-0295,5
AM-lipid-01-D10_megahit_metabat_bin-0532,0
AM-lipid-01-D10_megahit_metabat_bin-1002,0
AM-lipid-01-D10_megahit_metabat_bin-0933,0
AM-lipid-01-D10_megahit_metabat_bin-0544,0
AM-lipid-01-D10_megahit_metabat_bin-0246,0
AM-lipid-01-D10_megahit_metabat_bin-0375,0
AM-lipid-01-D10_megahit_metabat_bin-0034,4
AM-lipid-01-D10_megahit_metabat_bin-0793,7
AM-lipid-01-D10_megahit_metabat_bin-0673,5
AM-lipid-01-D10_megahit_metabat_bin-0931,0
AM-lipid-01-D10_megahit_metabat_bin-0613,0
AM-lipid-01-D10_megahit_metabat_bin-0580,2
AM-lipid-01-D10_megahit_metabat_bin-0994,0
AM-lipid-01-D10_megahit_metabat_bin-0930,1
