
MJ130820B_megahit_metabat_bin-0804,2
MJ130820B_megahit_metabat_bin-1168,0
MJ130820B_megahit_metabat_bin-0955,0
MJ130820B_megahit_metabat_bin-0601,7
MJ130820B_megahit_metabat_bin-1154,0
MJ130820B_megahit_metabat_bin-0236,0
MJ130820B_megahit_metabat_bin-0471,0
MJ130820B_megahit_metabat_bin-0865,0
MJ130820B_megahit_metabat_bin-0942,3
MJ130820B_megahit_metabat_bin-0292,0
MJ130820B_megahit_metabat_bin-0969,0
MJ130820B_megahit_metabat_bin-0982,0
MJ130820B_megahit_metabat_bin-0950,2
MJ130820B_megahit_metabat_bin-0477,0
MJ130820B_megahit_metabat_bin-0848,0
MJ130820B_megahit_metabat_bin-1239,0
MJ130820B_megahit_metabat_bin-0737,8
MJ130820B_megahit_metabat_bin-0402,1
MJ130820B_megahit_metabat_bin-0530,0
MJ130820B_megahit_metabat_bin-0276,1
MJ130820B_megahit_metabat_bin-0657,0
MJ130820B_megahit_metabat_bin-1032,0
MJ130820B_megahit_metabat_bin-0332,0
MJ130820B_megahit_metabat_bin-0453,7
MJ130820B_megahit_metabat_bin-1256,0
MJ130820B_megahit_metabat_bin-0184,1
MJ130820B_megahit_metabat_bin-0156,0
MJ130820B_megahit_metabat_bin-0501,0
MJ130820B_megahit_metabat_bin-0190,0
MJ130820B_megahit_metabat_bin-0216,0
MJ130820B_megahit_metabat_bin-1111,2
MJ130820B_megahit_metabat_bin-1167,1
MJ130820B_megahit_metabat_bin-0420,5
MJ130820B_megahit_metabat_bin-0204,0
MJ130820B_megahit_metabat_bin-0130,0
MJ130820B_megahit_metabat_bin-1224,0
