
B4_megahit_metabat_bin-140,1
B4_megahit_metabat_bin-451,2
B4_megahit_metabat_bin-120,5
B4_megahit_metabat_bin-217,2
B4_megahit_metabat_bin-392,1
B4_megahit_metabat_bin-258,3
B4_megahit_metabat_bin-060,0
B4_megahit_metabat_bin-195,2
B4_megahit_metabat_bin-369,0
B4_megahit_metabat_bin-618,0
B4_megahit_metabat_bin-423,2
B4_megahit_metabat_bin-175,0
B4_megahit_metabat_bin-053,3
B4_megahit_metabat_bin-554,9
B4_megahit_metabat_bin-586,0
B4_megahit_metabat_bin-291,2
B4_megahit_metabat_bin-236,1
B4_megahit_metabat_bin-018,1
B4_megahit_metabat_bin-553,3
B4_megahit_metabat_bin-219,5
B4_megahit_metabat_bin-525,3
B4_megahit_metabat_bin-417,3
B4_megahit_metabat_bin-612,0
