
A-3_megahit_metabat_bin-051,bin-051:002/178_60,bin-051:002/178_61
A-3_megahit_metabat_bin-051,bin-051:002/178_60,bin-051:002/178_64
A-3_megahit_metabat_bin-051,bin-051:002/178_60,bin-051:002/178_65
A-3_megahit_metabat_bin-051,bin-051:111/178_28,bin-051:111/178_36
A-3_megahit_metabat_bin-051,bin-051:111/178_37,bin-051:111/178_36
A-3_megahit_metabat_bin-053,bin-053:594/650_8,bin-053:594/650_14
A-3_megahit_metabat_bin-053,bin-053:594/650_15,bin-053:594/650_14
A-3_megahit_metabat_bin-053,bin-053:617/650_8,bin-053:617/650_1
A-3_megahit_metabat_bin-053,bin-053:617/650_8,bin-053:617/650_2
A-3_megahit_metabat_bin-053,bin-053:617/650_8,bin-053:617/650_3
A-3_megahit_metabat_bin-053,bin-053:617/650_8,bin-053:617/650_4
A-3_megahit_metabat_bin-053,bin-053:617/650_8,bin-053:617/650_5
A-3_megahit_metabat_bin-053,bin-053:617/650_8,bin-053:617/650_13
A-3_megahit_metabat_bin-248,bin-248:277/560_12,bin-248:277/560_13
A-3_megahit_metabat_bin-248,bin-248:502/560_2,bin-248:502/560_1
A-3_megahit_metabat_bin-030,bin-030:252/957_1,bin-030:252/957_2
A-3_megahit_metabat_bin-126,bin-126:038/815_1,bin-126:038/815_3
A-3_megahit_metabat_bin-126,bin-126:038/815_9,bin-126:038/815_3
A-3_megahit_metabat_bin-126,bin-126:341/815_2,bin-126:341/815_1
A-3_megahit_metabat_bin-098,bin-098:110/397_1,bin-098:110/397_2
A-3_megahit_metabat_bin-098,bin-098:315/397_5,bin-098:315/397_4
A-3_megahit_metabat_bin-098,bin-098:315/397_5,bin-098:315/397_8
A-3_megahit_metabat_bin-170,bin-170:08/30_65,bin-170:08/30_68
A-3_megahit_metabat_bin-170,bin-170:08/30_66,bin-170:08/30_68
