
D2_megahit_metabat_bin-198,0
D2_megahit_metabat_bin-030,0
D2_megahit_metabat_bin-103,0
D2_megahit_metabat_bin-080,0
D2_megahit_metabat_bin-025,0
D2_megahit_metabat_bin-116,0
D2_megahit_metabat_bin-388,0
D2_megahit_metabat_bin-370,0
D2_megahit_metabat_bin-243,1
D2_megahit_metabat_bin-405,0
D2_megahit_metabat_bin-052,0
D2_megahit_metabat_bin-257,0
D2_megahit_metabat_bin-364,0
D2_megahit_metabat_bin-234,0
D2_megahit_metabat_bin-312,0
D2_megahit_metabat_bin-174,0
D2_megahit_metabat_bin-241,0
D2_megahit_metabat_bin-372,0
D2_megahit_metabat_bin-051,0
D2_megahit_metabat_bin-097,0
D2_megahit_metabat_bin-176,0
D2_megahit_metabat_bin-045,0
D2_megahit_metabat_bin-018,0
D2_megahit_metabat_bin-148,0
D2_megahit_metabat_bin-083,0
D2_megahit_metabat_bin-293,0
D2_megahit_metabat_bin-033,0
D2_megahit_metabat_bin-163,0
D2_megahit_metabat_bin-050,0
D2_megahit_metabat_bin-230,0
D2_megahit_metabat_bin-035,0
D2_megahit_metabat_bin-138,2
D2_megahit_metabat_bin-043,0
D2_megahit_metabat_bin-188,0
D2_megahit_metabat_bin-294,0
D2_megahit_metabat_bin-399,0
D2_megahit_metabat_bin-247,0
D2_megahit_metabat_bin-224,0
D2_megahit_metabat_bin-279,0
D2_megahit_metabat_bin-087,0
D2_megahit_metabat_bin-416,0
D2_megahit_metabat_bin-111,0
D2_megahit_metabat_bin-314,0
D2_megahit_metabat_bin-403,5
D2_megahit_metabat_bin-159,0
D2_megahit_metabat_bin-092,0
D2_megahit_metabat_bin-297,0
D2_megahit_metabat_bin-110,5
D2_megahit_metabat_bin-315,0
D2_megahit_metabat_bin-040,0
D2_megahit_metabat_bin-008,0
D2_megahit_metabat_bin-093,0
D2_megahit_metabat_bin-250,0
D2_megahit_metabat_bin-351,0
D2_megahit_metabat_bin-154,0
D2_megahit_metabat_bin-137,0
D2_megahit_metabat_bin-004,0
D2_megahit_metabat_bin-059,0
D2_megahit_metabat_bin-397,0
D2_megahit_metabat_bin-249,0
D2_megahit_metabat_bin-319,0
D2_megahit_metabat_bin-327,0
D2_megahit_metabat_bin-344,0
D2_megahit_metabat_bin-141,0
D2_megahit_metabat_bin-010,0
D2_megahit_metabat_bin-346,0
D2_megahit_metabat_bin-143,0
D2_megahit_metabat_bin-070,4
D2_megahit_metabat_bin-006,0
D2_megahit_metabat_bin-190,0
D2_megahit_metabat_bin-071,0
D2_megahit_metabat_bin-274,0
D2_megahit_metabat_bin-347,0
D2_megahit_metabat_bin-324,0
D2_megahit_metabat_bin-121,0
D2_megahit_metabat_bin-007,0
D2_megahit_metabat_bin-352,0
D2_megahit_metabat_bin-001,0
D2_megahit_metabat_bin-132,8
D2_megahit_metabat_bin-337,0
D2_megahit_metabat_bin-151,0
D2_megahit_metabat_bin-062,0
D2_megahit_metabat_bin-259,0
D2_megahit_metabat_bin-119,0
D2_megahit_metabat_bin-341,0
D2_megahit_metabat_bin-196,0
D2_megahit_metabat_bin-063,0
D2_megahit_metabat_bin-145,0
D2_megahit_metabat_bin-340,0
D2_megahit_metabat_bin-210,0
D2_megahit_metabat_bin-118,0
D2_megahit_metabat_bin-180,0
D2_megahit_metabat_bin-270,0
D2_megahit_metabat_bin-075,0
D2_megahit_metabat_bin-343,0
D2_megahit_metabat_bin-153,0
D2_megahit_metabat_bin-130,0
D2_megahit_metabat_bin-409,3
D2_megahit_metabat_bin-206,0
D2_megahit_metabat_bin-195,0
D2_megahit_metabat_bin-212,0
D2_megahit_metabat_bin-029,0
D2_megahit_metabat_bin-369,0
D2_megahit_metabat_bin-152,0
D2_megahit_metabat_bin-264,0
D2_megahit_metabat_bin-207,0
D2_megahit_metabat_bin-002,0
D2_megahit_metabat_bin-334,0
